,wall,building,sky,floor,tree,ceiling,road,bed ,windowpane,grass,cabinet,sidewalk,person,earth,door,table,mountain,plant,curtain,chair,car,water,painting,sofa,shelf,house,sea,mirror,rug,field,armchair,seat,fence,desk,rock,wardrobe,lamp,bathtub,railing,cushion,base,box,column,signboard,chest of drawers,counter,sand,sink,skyscraper,fireplace,refrigerator,grandstand,path,stairs,runway,case,pool table,pillow,screen door,stairway,river,bridge,bookcase,blind,coffee table,toilet,flower,book,hill,bench,countertop,stove,palm,kitchen island,computer,swivel chair,boat,bar,arcade machine,hovel,bus,towel,light,truck,tower,chandelier,awning,streetlight,booth,television receiver,airplane,dirt track,apparel,pole,land,bannister,escalator,ottoman,bottle,buffet,poster,stage,van,ship,fountain,conveyer belt,canopy,washer,plaything,swimming pool,stool,barrel,basket,waterfall,tent,bag,minibike,cradle,oven,ball,food,step,tank,trade name,microwave,pot,animal,bicycle,lake,dishwasher,screen,blanket,sculpture,hood,sconce,vase,traffic light,tray,ashcan,fan,pier,crt screen,plate,monitor,bulletin board,shower,radiator,glass,clock,flag
blind,0.23041610182637287,0.10286642634862878,0.1913411573071945,0.15066925289212557,0.17777419012734244,0.19627125922760089,0.16854975458818033,0.17532919470804867,0.09470415932996662,0.1801835975961374,0.14710075980009527,0.19575228340834497,0.3604568104453242,0.21987282765521454,0.29137134803242326,0.20694994348131313,0.11250891009287414,0.0818429194593646,0.30181982423548837,0.15915305092830706,0.1623700819934053,0.16653564209362687,0.1591922896529362,0.15538886873792906,0.12050161304342319,0.16842699275507397,0.0,0.27581928773646325,0.13595355888244634,0.1621701417725739,0.166620791909562,0.19007917673453642,0.23669804538462808,0.14367815773037093,0.11101656593633512,0.09055174062281302,0.155798339478958,0.17204898921941617,0.23074321498954406,0.09983952798990238,0.13751795038082187,0.17295859579344908,0.11351918139226118,0.029514914330888115,0.17313600367246654,0.1706957785367412,0.18145578911012392,0.17055938689058747,0.07053640842282549,0.09543200656508248,0.1039784671608118,0.1381886682904571,0.20465544729795732,0.21183820228448258,0.07248469176681147,0.1730329524403522,0.24391906146173808,0.13376672927695996,0.3373797561166211,0.15567466299327487,0.13980065643674713,0.17641100688072056,0.10147328337114288,1.0,0.23897643286591397,0.2092426210298885,0.1196347440020713,0.16299398822201464,0.12553875384436267,0.1168265452096723,0.07738281046845585,0.10880416491691139,0.13486952183003945,0.11952499324122338,0.18842620838619062,0.1866367548892778,0.1964970927451744,0.16365756193564146,0.2388357799927618,0.06617437865550545,0.1511973858980368,0.13192410857918765,0.22202815071814372,0.16963077205436095,0.12969088519565192,0.08100353334487215,0.18613260690930916,0.10586228444002711,0.15631165271572853,0.14758061521921095,0.15870137666416562,0.16041477448886785,0.03218590407437188,0.16901646940774606,0.1726413500515602,0.06324139506619166,0.13660588924959788,0.07179415028863571,0.14747019690834137,0.09721832089277116,0.0,0.164698703589681,0.10433593049974939,0.12577375475837155,0.12598488688702636,0.1496887637521548,0.14925122595497572,0.12651887287582203,0.047405085523190234,0.17785962943041767,0.09949625238028544,0.1680015591949217,0.11732473583638792,0.0,0.1585008630325324,0.14098514387894562,0.0,0.15368629899628167,0.11444685772353454,0.16274048074054545,0.0,0.2170194157599419,0.09905918286268887,0.15077284454598616,0.09290360897044192,0.2621886857943333,0.20253572591345667,0.16420778464973526,0.0,0.08277953356896053,0.19762966348080827,0.17842379998364044,0.10610232752292183,0.2014423802295293,0.045725695220038685,0.08042804076488001,0.24931206304639134,0.1205256332812372,0.0,0.16626342203689298,0.10586506477739693,0.2122575902327109,0.12879524987333935,0.14153086119035294,0.23512261286710173,0.16113459554410067,0.06965829286967332,0.0,0.14662149254836326,0.14245693383260216
coffee table,0.06154385404204686,0.0,0.0,0.07092945899010142,0.19907178992365632,0.16331771329202388,0.0,0.17154876315867165,0.044119219135282293,0.1615499513452397,0.17241147069104973,0.1177436798165019,0.0,0.0956894947184435,0.19960840542555866,1.0,0.07458939935712851,0.031762526462587155,0.1559992465449555,0.2938654661812386,0.13104041138276692,0.1762939401032699,0.09931487465419916,0.28317043393357266,0.17380310660710782,0.054154132322288696,0.16914186243136495,0.16006964083955247,0.050724975625923194,0.04778577823777351,0.22904566761852274,0.05644062288324875,0.1113355967036886,0.29715136533123854,0.0692458625764789,0.1117422044383452,0.16290523798839424,0.1321906730472777,0.11712289938319759,0.13952208764633695,0.05340456856701088,0.06539561115474679,0.2581069479864008,0.0,0.22972707035077705,0.25567894187059265,0.05255988307166628,0.061551471921021464,0.010057258626888851,0.2161559724523673,0.24534098353038963,0.0,0.06792826861707535,0.05264954327934127,0.04005864344956522,0.1453757606644932,1.0,0.06000038143065949,0.17140314708826226,0.0,0.0721710776099436,0.0,0.16905800014845226,0.23897643286591397,1.0,0.14742024014942945,0.1694258126025021,0.13463999025980844,0.06394175025262369,0.22792999592181196,0.1373157405748769,0.23328738161512455,0.0,0.08202167665059029,0.12627104270957792,0.23270978288202884,0.14051117060340712,0.20732491986480975,0.1092075895159043,0.0068099200578975614,0.08598287947979345,0.0,0.19137612835554094,0.13214342246334168,0.0,0.05301539830246437,0.10313581959284206,0.028880589287792566,0.18824170297122605,0.09930465810535934,0.13258226281428356,0.0,0.0809938686052667,0.1008620817570293,0.0,0.0835899065102218,0.03015971489207443,0.2966281423170071,0.143882004800796,0.1842786377986409,0.23441801270264367,0.1425089656656754,0.0,0.08971470939191058,0.0,0.08795139171181926,0.0,0.15565711833857965,0.03188472206947024,0.04915555328109722,0.24922975973370817,0.12027527948369936,0.06463467242838292,0.17590512146058068,0.04863577958642636,0.04969059641130441,0.0,0.11464795071197878,0.21764516434000886,0.1310296982451849,0.315588109280595,0.23877990442058716,0.11643329438788345,0.0,0.15462717216396063,0.16729848798825492,0.0,0.09091597256375185,0.18728504742309024,0.20586001681021432,0.0,0.11727721760339618,0.0,0.10552897733115134,0.11031555481115829,0.19386997730039765,0.14297895389338433,0.19605984650904737,0.0,0.029992417787471113,0.08622571408328278,0.032251114302338235,0.228605640424393,0.20930609461712715,0.1811921439955151,0.05858745469473122,0.058105257431722276,0.3503966045598591,0.22608025333396475,0.1118105852933057
toilet,0.3788669613576525,0.2715526223182678,0.08045471607786293,0.28478844261490305,0.02788343023235433,0.0,0.21055586384157518,0.23291228204300166,0.0,0.0895707504645218,0.0,0.0,0.18309312960290258,0.0,0.22901616599260535,0.20679124446514857,0.13530396028744132,0.17623096098367202,0.0,0.10314162277356263,0.15122425354191946,0.0,0.0,0.12168094992192496,0.0,0.34266038042660174,0.18278325137919224,0.0,0.1771791609497448,0.014823568420527445,0.11269183349683447,0.06595129489750541,0.0,0.11862907028716303,0.13389831433418914,0.0,0.0,0.0,0.0,0.0,0.11425408488658798,0.16212702198273368,0.005859628024876246,0.11537180095911026,0.28793831884449245,0.09143578796542216,0.02710352007392685,0.3360988741869279,0.10579698061736235,0.31799611415200846,0.2651951653532681,0.04663665588549454,0.007433477110947514,0.2736492636011957,0.0,0.10520935714761867,0.15221362329518792,0.20874563917685077,0.3247147080389471,0.3058737513305639,0.1648116538161237,0.1781470775604248,0.0,0.2092426210298885,0.14742024014942945,1.0,0.07413106621203482,0.036315837553186216,0.15268649023380995,0.08109897042939995,0.0,0.2389587102779457,0.0826788795749625,0.23843005518639837,0.0,0.2098321763179304,0.1309825015781496,0.6398675441741943,0.0,0.15944176732528353,0.0,0.48943312587965077,0.041127034198481544,0.1280252531760829,0.24627585709095,0.13642880681038805,0.07689981788668471,0.03378872499490345,0.06098076648503286,0.0583497741043396,0.1618127511540822,0.1084461468534043,0.0,0.0,0.05981031959195278,0.06780929738814714,0.01495005083690254,0.09598815738464879,0.0,0.0,0.14352203689915274,0.11802489706045266,0.05009778955290475,0.07873985856559677,0.4240334630012512,0.03150151923458438,0.2020195604988448,0.0,0.10191914655134209,0.2873366178383041,0.11744818635293437,0.06219182201541386,0.17383023225618643,0.22934395092342885,0.2789696301470265,0.20624595626186432,0.0,0.06351437789888063,0.18191210898387997,0.0,0.27656783948052177,0.027345060421457505,0.20006514884960805,0.04851435968964077,0.011148453519602223,0.0,0.20539933041548084,0.0,0.2002780714205361,0.2736355446163574,0.21447208585239158,0.0,0.13613502352748705,0.12363383058869525,0.0,0.07179272558827351,0.08075607072678448,0.0,0.0,0.11721631924581484,0.0,0.13515167424146152,0.1182516768306469,0.06600882466226062,0.003883926111859959,0.3876398153274223,0.33065153539876313,0.3010325549485296,0.12283590233939277,0.0
flower,0.18932280525786954,0.10712388448612514,0.22965713626593462,0.12138833803098692,0.44315754085004994,0.06695517094460869,0.13710770287160057,0.0,0.046982729702658606,0.0,0.05678654917660981,0.08025906289730418,0.1475450114148994,0.10337540514302261,0.010398348748415031,0.17162958650152257,0.20523933072637718,0.31504413531864645,0.12894471266843366,0.00908258361095762,0.0,0.08060103904916954,0.13365486163465315,0.010147618768063171,0.07315922797451661,0.18620226624394162,0.2269113065030838,0.08608984701491072,0.2054881671593744,0.11537913702962131,0.0,0.06720373239937875,0.10402448879495221,0.008934147855537816,0.20537752810535315,0.07799653673161887,0.10731968945880521,0.07232157794720652,0.06379397325876794,0.11269174354023885,0.15673752389091503,0.17611388353073132,0.031893787140605284,0.08780923028126882,0.03231057828699911,0.006612424999612136,0.123090331789064,0.09442962932358301,0.06285873880394632,0.010296576561725694,0.002013976445113116,0.0,0.06086201199176728,0.09375031926251616,0.054016216455401105,0.09273932999231231,0.15911641961534287,0.2253769465142045,0.0,0.12158797195080812,0.18483518657490236,0.13740512208970615,0.061946212017255545,0.1196347440020713,0.1694258126025021,0.07413106621203482,1.0,0.00815995250626363,0.239056625527859,0.007042261313414684,0.04747065633791873,0.0019785510011144833,0.2195969588643803,0.24798434658860954,0.047164958133175505,0.0,0.0,0.05619070225902406,0.06979710498368075,0.024762560545280848,0.0432512070920556,0.20503415304736006,0.0,0.0,0.17292489913237835,0.22021114635142952,0.008692430183804223,0.0041265606848547845,0.008344463431814424,0.0,0.0020597192132827203,0.0998929734392899,0.1013792252690928,0.0724928176028612,0.11792591963104278,0.009231812929760832,0.01661816068097718,0.01350980086413802,0.09927082989624302,0.07050965162617874,0.16794996105946033,0.10607149124243709,0.07443623119875317,0.0,0.26938102944967285,0.0,0.2620163568263798,0.10591568142726121,0.06587834298041993,0.15789822776727983,0.008441064447324922,0.007616353751610927,0.28160987073436217,0.2799120726407301,0.1383085458981919,0.20284484531130584,3.44164187388137e-05,0.009748524854113434,0.001994427652856051,0.102632804263564,0.2091782156808674,0.0,0.0,0.12755432644001544,0.0009134113089647358,0.12995733664140288,0.31452429234984497,0.07872008372628223,0.2446104537552276,0.0014691204349381027,0.1495412197409207,0.10118020337111727,0.2183399647831292,0.015196773774317511,0.08250219066559945,0.02578385052762075,0.0006621483000026885,0.09079353327094355,0.0,0.0894447292170112,0.05963590095131517,0.12111538085785345,0.0,0.0,0.0006013702536897352,0.20338090152053942,0.1018224514184814,0.31741971757095816,0.0,0.10170147680790687
book,0.12046193213246519,0.2059087820954527,0.09797089504511886,0.10578704682146585,0.0,0.02243590290262375,0.20582076103549138,0.023035629428576516,0.0,0.003111167707039116,0.028000262976650227,0.020239468091195534,0.23833578172656175,0.030082406995596417,0.0,0.15682415424177934,0.13474919977149882,0.08020577357915659,0.05057310653193009,0.0,0.026911193259989984,0.012458706775188632,0.1567356753819218,0.0,0.07429262128067873,0.18634203170386357,0.1333678241726041,0.04738086814118235,0.10185800132456149,0.07634349251496743,0.01634836706865305,0.058542151257740094,0.026821503966556193,0.0,0.16440494731176275,0.03714773371909376,0.02430981067984517,0.014243511884315174,0.012335227255058208,0.013657469053023338,0.11359232266084966,0.17300747851245554,0.06064111736721548,0.0,0.0615739675763218,0.0,0.04228610291118705,0.05627169796802931,0.01712452715649989,0.0,0.03166273473907399,0.0,0.04313980399159464,0.08769578304828361,0.0072017241466170645,0.19477463344992174,0.12534793461449428,0.11768607767592261,0.024185881587941542,0.040265805774561625,0.107510634819324,0.11248093899308527,0.06024341393272079,0.16299398822201464,0.13463999025980844,0.036315837553186216,0.00815995250626363,1.0,0.13092395664074186,0.0,0.003802259707244694,0.03151421060820846,0.07839338966778085,0.19177240389689237,0.06611630097053792,0.01965999665349017,0.022440368326047636,0.04397315677624235,0.050391271646163555,0.0,0.04122037184622459,0.13084794462972288,0.002026089458896579,0.01734297646485148,0.10415742814784003,0.03709121066832413,0.0,0.0,0.0,0.008389401607068596,0.0639395235010581,0.14992643182147813,0.04515994298714225,0.007072930672346291,0.0896319715774041,0.007283544700488438,0.0,0.015935735408103818,0.048060971825020816,0.05240596861326772,0.28073808335883765,0.09711816104820699,0.07052522463616966,0.018279982844265182,0.08211409463769481,0.0005380465847216754,0.054313300249611944,0.004728901365705155,0.0,0.10633629414584703,0.0,0.0,0.13677656553272824,0.050980103788737234,0.08874062155033237,0.15556198806194313,0.0,0.0,0.03643681840387779,0.03796707809773165,0.2376265218446625,0.0009456437416451197,0.013854634752954845,0.1462075404984962,0.0,0.03752196077791167,0.15252253220542705,0.040445728426389445,0.13359909714574672,0.024267951851767226,0.16032371235993123,0.04901723033918665,0.17809457326313388,0.01809149629607324,0.0,0.0,0.023120204847446885,0.02481417189271405,0.014410091589353906,0.19554837757828208,0.0125966258832062,0.1112008816508947,0.0156443197216594,0.0016668814093421431,0.0,0.07984897613466933,0.0019960801372859087,0.1325709953657467,0.010164886809425443,0.02874918628373914
hill,0.2883588888994916,0.22963586148724918,0.18393147910191368,0.23398473625242847,0.3448956626410948,0.17874081988467314,0.4023873148938104,0.23187861437695895,0.028698143512649574,0.2988329729418753,0.0897573974864499,0.26948719366556845,0.13213212091536972,0.2816344439592193,0.2360374702211826,0.0,1.0,0.16709287569131176,0.1934146398794147,0.17414468252971935,0.2568511469775619,0.24716678503245357,0.15781127917061236,0.13297497403370542,0.11989916914955598,0.3383785596788356,0.256209063459694,0.13652609787114908,0.1306511087778158,0.2180218925942709,0.0969057657562047,0.18204862366399002,0.30587183142289726,0.14337954694737054,0.0,0.08405168279526176,0.13537023221378974,0.08687023119834004,0.2008941971741019,0.12399838596161614,0.2050840847565065,0.15757268376977118,0.043516419681260694,0.08764968032480006,0.08768878077330751,0.11862165721413827,0.27410565786657687,0.10990023761704737,0.1876206087201148,0.19428930965805852,0.06214192128039887,0.06905060229687782,0.18848446636345573,0.3424406379580391,0.15498056778750305,0.0,0.06553279941889152,0.13813421586528332,0.2552401208405989,0.24435467819096987,0.0,0.27569090033273863,0.14115889932891737,0.12553875384436267,0.06394175025262369,0.15268649023380995,0.239056625527859,0.13092395664074186,1.0,0.21492691460612168,0.05823214028991851,0.17619665888166822,0.13621012045615108,0.0,0.12061153047399926,0.1971715527012124,0.2470154337385821,0.20594400544584726,0.1810027175522731,0.1652264896321411,0.24331286569645302,0.10688051875706191,0.1988462868603834,0.23269225584725511,0.3005935522380678,0.11346493292833944,0.12860593332878095,0.09262103594700459,0.14252805119622045,0.09980416733871413,0.17174343232681633,0.26417895354434845,0.10982510198843498,0.2537470598293999,0.121514320252812,0.1479716506140614,0.13002647675890971,0.09320376841512373,0.12999529769692314,0.14061968888300988,0.0729520844156774,0.0,0.04991839649816373,0.11666773134620582,0.224380949165867,0.16377056193196185,0.18799297731765255,0.12423334943422099,0.0,0.2608392872776789,0.15154807344954002,0.1648618238328847,0.16309348627987,0.2932047184946172,0.23384642203088585,0.13195789972274125,0.022840006535742884,0.16244762917660366,0.13369842473732185,0.21801235951750236,0.1319872688545358,0.1828554764091469,0.14382296741576325,0.05484086129519006,0.07164314458199475,0.1770938668763116,0.1287802552260974,0.2784280753935982,0.36875624401334683,0.09472439900149073,0.07612111057588554,0.1546238132936611,0.10474588838668687,0.17626000614299475,0.0843230536932586,0.12522942145279423,0.24514057387962251,0.10446545014704556,0.0,0.10571738629793047,0.2750250513562084,0.09549189732422143,0.1473148895873055,0.079058721428078,0.10352516436166077,0.15646946370911363,0.0,0.1499080963211939,0.16471646580906646,0.20764288459004887
bench,0.23804899480984654,0.25567677915011155,0.08360694442274055,0.321544377796343,0.0,0.08846065376582884,0.19271064190024903,0.2628981443289846,0.022467641048685552,0.010728485733111118,0.5216675041346776,0.0760268075408513,0.14075530606778458,0.01999918625347088,0.0,0.28018376954063845,0.13273920500479644,0.1367106758712039,0.27041125297546387,1.0,0.04338200221089536,0.01954804909234698,0.05800021915753457,0.8990972638130188,0.20626417584092305,0.1725252243423826,0.08869651762972398,0.1601980094824696,0.29140448570251465,0.10779932226669274,0.479295852308357,0.1875623095549646,0.09805266988227145,0.4618363082408905,0.1699568228773311,0.34842836472827843,0.14195974231472233,0.14976717102541176,0.1053823475183223,0.19337461292383457,0.19843571660058465,0.27056972050843625,0.03879744880438075,0.03344006564763654,0.19428056821744705,0.34486138820648193,0.06935746174634329,0.24798080020057758,0.10212233078115208,0.0,0.07501764183777748,0.11003777435708131,0.03325578286821776,0.26086721002550944,0.07256777991851557,0.17864162826868782,0.2327329770986709,0.194467115841157,0.039323074072772676,0.22351063958942646,0.13455591679303167,0.202818552651046,0.48869338525049044,0.1168265452096723,0.22792999592181196,0.08109897042939995,0.007042261313414684,0.0,0.21492691460612168,1.0,0.07711378378768535,0.08380420001539104,0.09960557442027276,0.18105494549873194,0.09797562723769919,0.7525394246881344,0.05266018272096693,0.10081440431028683,0.15879661507013268,0.024983392619712344,0.08548248182357729,0.27859490945855814,0.0020378870762708962,0.05426729420313179,0.22322926465102264,0.15351779863403792,0.0,0.0,0.247680202126503,0.07158076368253385,0.07977650766127943,0.13564503112640644,0.04878381910346191,0.1412769237818671,0.07683421907608892,0.06387511835943913,0.03270183691740699,0.07232456183135284,0.10466265581275425,0.24202456085808943,0.11818154984796526,0.12530218178867392,0.07229974410760777,0.0256443403248467,0.2248821224544359,0.0010960686644823315,0.23557546061825468,0.03360547516704334,0.11553727150690953,0.2524739902700865,0.8976851105690002,0.0,0.3368343243541259,0.15910173132503452,0.15217772995600756,0.21457734325741432,0.004380826347059545,0.2530558407306671,0.07940655057543378,0.22060860803728058,0.11029991973367007,0.0012286128842422612,0.07096686674835877,0.0629489097116049,0.0,0.10792511293251057,0.10838260379637124,0.12610634976758772,0.17742349981030187,0.0735323524071375,0.18015174799226286,0.07315465460981135,0.16318556237740015,0.04341181360404772,0.06155191220518445,0.0,0.023196861763843345,0.16659215187647253,0.0,0.22624145633520343,0.06779744167932068,0.15127925621038837,0.08095868920075605,0.009230051766831998,0.0,0.18925930549316697,0.20739587290483988,0.2502963007648371,0.06283914719604715,0.04602675248119791
countertop,0.2078216104831791,0.13360709737369586,0.03111638758030639,0.3228038786403846,0.01010234803964041,0.0,0.04186948707047045,0.09715699741274336,0.0,0.06782257326759356,0.0,0.0,0.029993242462275176,0.0,0.08021233420143323,0.19568494686228985,0.06812426607045662,0.06806993210184711,0.0,0.06049021146264084,0.04796767864122163,0.0,0.0,0.08338421776341821,0.0,0.09926176119376887,0.10371678923448129,0.0,0.18014757192912462,0.006939502315095478,0.08512361413284324,0.03132943438879015,0.0,0.08875846110777613,0.1312361840599,0.0,0.0,0.0,0.0,0.0,0.1503988682739319,0.10524728524953994,0.0025240444672656134,0.1178321835137164,0.31723605509501407,0.11646288074626408,0.022557978405424443,0.32560948825089503,0.06476545216776522,0.1278242762094592,0.3178844412661628,0.041051354490151626,0.004422849213155853,0.1534977939226302,0.0,0.06742434874853334,0.1309150030289444,0.10977881554463004,0.16380314536165003,0.2531322692918577,0.05085635806263263,0.08297900491297194,0.0,0.07738281046845585,0.1373157405748769,0.0,0.04747065633791873,0.003802259707244694,0.05823214028991851,0.07711378378768535,1.0,0.2892057141388127,0.06766640487237394,0.29951155099212357,0.0,0.13823147266979763,0.0614644541660674,0.0,0.0,0.06990463314049657,0.0,0.2985615965607967,0.03479756022288719,0.06780056158082394,0.1606711665284082,0.168204168536937,0.09832316341837154,0.04065104728209775,0.053417095150252676,0.049168595475066,0.061326266298461656,0.06051631792897601,0.0,0.0,0.010143073492228684,0.08367017701141073,0.008497962839532332,0.1334724679364315,0.0,0.0,0.06776978019701903,0.05038246630120786,0.0040669630984698805,0.05719078671853352,0.3018967493334862,0.02134023026644524,0.17070178244177986,0.0,0.08284429624815347,0.14652487622293803,0.09326641786259522,0.051807344912715346,0.1292110707295807,0.23078632587275644,0.07219161758476905,0.0876995468875156,0.024174156891061938,0.04378185156254594,0.2835318627893097,0.0,0.168841333442913,0.019275549942731132,0.12077272499118386,0.004681557298409233,0.01456724245870452,0.0,0.031233645662244625,0.0,0.11587077577885452,0.3091169921829469,0.2271590381860733,0.0,0.13497206948411697,0.1285038234427123,0.0,0.07463993780392317,0.05849162118476537,0.0,0.0,0.09095133203726209,0.0,0.21372238034521837,0.15175090118306403,0.059544876849016874,0.0029449300970757018,0.204045641962014,0.2939483705106898,0.3457713724935308,0.07909553301848159,0.0
stove,0.23832500938407175,0.21038344054491329,0.11657716527572366,0.27022783316586324,0.03919690568968494,0.24249208256540639,0.13763791990232876,0.013040117842487911,0.07898533648631999,0.00262091850390452,0.21869845257443143,0.10942595952157252,0.12077252779180646,0.08151686406161548,0.11588907830263076,0.22266226271066805,0.20304390487798704,0.15285713261241082,0.16460044627601583,0.08259842057044378,0.0074408101528981975,0.15312989652381886,0.11590565215631606,0.12371175312790479,0.19907512544663397,0.2788465384293689,0.1408385517297464,0.13111024291697235,0.20781453677019024,0.049116229032314766,0.008046071264639701,0.11894834911286968,0.13945765582055641,0.09895411196044077,0.11392981959351185,0.18513649886119926,0.21589796197015357,0.23691432871427756,0.14085520102372276,0.12202647561255098,0.1745879719286278,0.19163623736607818,0.025214140344860518,0.06540266593681707,0.026218689129701864,0.09365664265387746,0.0936663456091705,0.3620322552426332,0.036229862234477946,0.21187087901034451,0.6585744619369507,0.034302944148334034,0.025444800664139972,0.2541625287066623,0.024217716319065656,0.09956941156882687,0.2188122871576927,0.19437202450705432,0.013669912045698505,0.2213188832338577,0.12331867240190875,0.1093765037284915,0.19050639388840743,0.10880416491691139,0.23328738161512455,0.2389587102779457,0.0019785510011144833,0.03151421060820846,0.17619665888166822,0.08380420001539104,0.2892057141388127,1.0,0.10472423282024078,0.2832214083811423,0.08619909006433976,0.010466832711117667,0.009015382362602766,0.12124344691049758,0.16897706364000206,0.17080895631869128,0.05429083717864269,0.30593958586379727,0.0006065641818218299,0.008731428876016701,0.1787103418017271,0.20709905700312334,0.11672584087045487,0.04260596277812153,0.05560741622220721,0.004651692418572413,0.0,0.054529846926367025,0.09447729261972895,0.12507581449503233,0.06485228634865058,0.0003081795492376522,0.051081543633812156,0.0,0.17174332479954224,0.16631804521208288,0.09187341596677089,0.09030622605577664,0.0508133899222621,0.005694594445607689,0.22404232276660924,0.00016751548704299022,0.24760746029902564,0.24010657948186367,0.0464963220010928,0.25026085996018343,0.07722528600512286,0.08969482965407893,0.20979156813622607,0.17536166444327234,0.3025443874104329,0.18014976264183014,0.0,0.05535783373623471,1.0,0.07057088467963014,0.24392743215094004,0.0001406655313626609,0.015849411407499726,0.03098885475373293,0.0554380642552975,0.27142644074970435,0.08272329580505128,0.10328749596090518,0.19664782899964162,0.6578719019889832,0.16732559186545898,0.16240924530783588,0.12282794079213846,0.0,0.15575908715051212,0.08001905594538365,0.0,0.22234267531067678,0.02622250117528551,0.19980817962590083,0.08059856429416494,0.15404616142391353,0.010783282687556404,0.0021655975108051356,0.012777534948833623,0.3048973645744906,0.3888141498081397,0.30079436665052767,0.006847839887306198,0.06861829834820209
palm,0.058249328648516424,0.0,0.0,0.057190503909672584,0.2635859002988662,0.09426395053871937,0.0,0.13961258994853734,0.03948560928981859,0.27013780831689804,0.051531247842547596,0.11949975948222771,0.0,0.13368122013455583,0.12325075086518243,0.07709163828474383,0.11920099289515501,0.07338510038023414,0.11487002824248743,0.12798451416739368,0.12915811469298671,0.21761738171493294,0.09197402455254808,0.12740088176922942,0.088785733561125,0.049561485231057335,0.33350600445181816,0.08773918089440978,0.051193717025495133,0.03704021908359795,0.10289405455059877,0.04365784443877676,0.11984577274425871,0.1505042244227399,0.09971820660655595,0.025017741748650922,0.10561201590373649,0.0779869467440393,0.09861940090312922,0.12074962930311828,0.05209416609635879,0.044773074455553674,0.00857912656469811,0.0,0.12815521761667548,0.08831622252446585,0.10611764110494806,0.028429667934240378,0.0418545727754394,0.12675407755381135,0.08492690388417494,0.0,0.02313697699853266,0.0416904811471983,0.040320834395649575,0.05738064773924806,0.0,0.06445289478452175,0.1682953577347126,0.0,0.1801866168334396,0.0,0.06939099259598987,0.13486952183003945,0.0,0.0826788795749625,0.2195969588643803,0.07839338966778085,0.13621012045615108,0.09960557442027276,0.06766640487237394,0.10472423282024078,1.0,0.18314699874374823,0.09001932322722317,0.17274802742452117,0.15396721299752344,0.11622722144525616,0.10297563226875893,0.014851397831638004,0.05060790826291897,0.0,0.16337848563752408,0.10834014075350248,0.0,0.03478498663751401,0.09740334389475763,0.049907651005056376,0.07438179760777383,0.06497070279865028,0.12925627884679808,0.0,0.09370604847880395,0.10143671054167883,0.0,0.060479225825494365,0.0067489099322189244,0.1615578907594972,0.08448423916970686,0.08083239492173623,0.08006516896381576,0.035490702852927145,0.0,0.08908656586101849,0.0,0.15892781476773724,0.0,0.11078471627899067,0.02804004547586225,0.07851069414682639,0.11092893704939988,0.1366520776781325,0.05825386109937178,0.22769242176073884,0.04847629814534461,0.05819451005352266,0.0,0.18911124059363638,0.12332950171974941,0.11604655127662035,0.1891863878462825,0.08402748495229204,0.06983852913537383,0.0,0.0587001245813066,0.11300717410250967,0.0,0.09234475304758129,0.3004457238716074,0.06703425224316051,0.0,0.1111342106949337,0.0,0.1547480898004735,0.059292246137822836,0.10554716896710158,0.18990330788406798,0.12657874164412106,0.0,0.022851106937651872,0.12194428534535016,0.06746225754389469,0.10091837007274124,0.1355804575965296,0.1022574313189965,0.046712439946331945,0.0433395306892092,0.20449023110830133,0.11600157237536378,0.096914892685444
